name,singer,lyrics
Oh chéri chéri,Karen Cheryl,"Oh! chéri chéri\nLes paroles de ma vie\nC'est un soleil\nQui viendrait d'Italie\nUn télégramme\nMélo-mélancolie\n\nOh! chéri chéri\nLa musique de ma vie\nC'est du soleil\nC'est ta voix qui m'le dit\nJe t'aime je t'aime\nC'est ta main dans la mienne\n\nOh! chéri chéri\nDam dam dam di dou dam dam dam\nL'amour est un jeu fantastique\nDam dam dam di dou dam dam dam\nNos deux cœurs sur champs magnétique\nJe suis d'accord sur le principe\nMoins de paroles plus de musique\nOh! chéri chéri\n\nDam dam dam di dou dam dam dam\n(Sentiment électrique)\nC'est un sentiment électrique\n(Mathématique)\nDam dam dam di dou dam dam dam\n(Mes amours symphoniques)\nToi et moi c'est mathématique\n(Je t'aime je t'aime)\nToujours d'accord sur le principe\n(C'est ta main dans la mienne)\nMoins de paroles plus de musique\nOh! chéri chéri\n\nOh! chéri chéri\nÀ minuit à midi\nJ'ai dans le cœur\nUne mélo-mélodie\nJ'ai dans le corps\nCe tempo qui me dit\n\nOh! chéri chéri\nDam dam dam di dou dam dam dam\n(Sentiment élastique)\nAvec toi c'est cosmologique\n(Mathématique)\nDam dam dam di dou dam dam dam\n(Mes amours symphoniques)\nJe danse en dessous des tropiques\n(Je t'aime je t'aime)\nC'est un réflexe automatique\n(C'est ta main dans la mienne)\nMoins de paroles plus de musique\nOh! chéri chéri\n\nDam dam dam di dou dam dam dam\nL'amour est un jeu fantastique\nDam dam dam di dou dam dam dam\nToi et moi c'est mathématique\nDam dam dam di dou dam dam dam\n(Sentiment électrique)\nC'est un sentiment électrique\n(Mathématique)\nDam dam dam di dou dam dam dam\n(Mes amours symphoniques)\nAvec toi c'est cosmologique\n(Je t'aime, je t'aime)\nMême en chantant la république\n(C'est ta main dans la mienne)\nMoins de paroles plus de musique\nOh! chérie chérie\nDam dam dam di dou dam dam dam\n(Sentiment électrique)\nNos deux cœurs sur champs magnétique\n(Mathématique)\nDam dam dam di dou dam dam dam\n(Mes amours symphoniques)\nL'amour est un jeu fantastique\n(Je t'aime je t'aime)\nC'est un réflexe automatique\n(C'est ta main dans la mienne)\nMoins de paroles plus de musique \nOh! Chéri chéri"
Oh hé hein bon,Nino Ferrer,"Oh hé hein bon\nQu'est-ce que j'ai fait de mes clés\nMes lunettes et mes papiers\nMon veston mon lorgnon\nMon étui d'accordéon\nOui je sais je perds tout\nMais c'que j'veux pas\nC'est qu'on se moque de moi \n\nOh hé hein bon\nOù est-ce que j'ai mis mes outils\nMa pipe et mon parapluie\nMa belle-sœur mon tambour\nEt ma tante de Saint-Flour\nOui je sais je perds tout\nMais c'que j'veux pas\nC'est qu'on se moque de moi \n\nOh hé hein bon\nOù est mon bâton mon bouton\nMon tonton mon saucisson\nMon cousin Célestin\nQui était académicien\nOui je sais je perds tout\nMais c'que j'veux pas\nC'est qu'on se moque de moi \n\nMmmmmh...\nYeah\nOui, si on veut\nMouarf\nMouais, à la rigueur\nHum \n\nOh hé hum hum hum\nMes gouttes, mes pastilles\nMon sirop ma camomille\nMa potion mon cachet\nMes piqûres et mon bonnet\nOui je sais je perds tout\nMais c'que j'veux pas\nC'est qu'on se moque de moi \n\nOh hé hein bon\nQu'est-ce que j'ai fait des paroles\nDe cette satanée chanson\nJe les ai oubliées\nElles doivent être à la maison\nOui je sais je perds tout\nMais c'que j'veux pas\nC'est qu'on se moque de moi \n\nOh hé hein bon oh\nLa la la…\nBouarf !"
Oh lady Mary,David Alexander Winter,"Oh Lady Mary\nPetite fille aux yeux bleus\nOh Lady Mary\nTu n'étais pour lui qu'un jeu\nOh Lady Mary\nÀ l'aube de chaque nuit\nOh Lady Mary\nUn nouveau jour vient sans bruit\n\n\nPetite fille\nBrise les chaînes de l'ennui\nTu es jolie\nEt ta fraîcheur séduit la vie\n\nOh Lady Mary\nRegarde autour de toi\nOh Lady Mary\nTous les trésors que tu as\nLa mer et le ciel\nLa vie les a faits pour toi\nOh Lady Mary\nTous ces cadeaux sont à toi\nLa la la...\n\nPetite fille\nOublie tes pleurs, aime la vie\nElle est jolie\nOuvre tes yeux à ses folies\nOh Lady Mary\nDonne ton cœur au printemps\nOh Lady Mary\nJoue le jeu de tes vingt ans\nOh Lady Mary\nLe bonheur est comme un enfant\nOh Lady Mary\nIl grandit avec le temps\nLa la la..."
Oh les filles !,Au bonheur des dames,"Je suis sorti avec Hélène\nDans un café on s'est assis\nQuand je lui ai dit que je l'aime\nElle m'a dit qu'elle m'aimait aussi\nLe lendemain j'lui téléphone\nElle me dit que tout est fini\n\nOh les filles   (x 2)\nElles me rendent marteau\nOh les filles   (x 2)\nMoi je les aime trop\n\nJe suis sorti avec Monique\nAu cinéma on est allés\nEt au moment le plus tragique\nElle m'a prié de l'embrasser\nEt comme je suis un gars pratique\nJe ne me suis pas fait prier\n\nOh les filles   (x 2)\nElles me rendent marteau\nOh les filles   (x 2)\nMoi je les aime trop\n\n[Instrumental]\n\nJe suis sorti avec Marcel (il est sorti avec Marcel)   (x 4)\nDans l'métro on s'est rencontré\nIl habite tout près de Sarcelles\nAlors je l'ai accompagné\nArrivé d'vant son H.L.M. \nIl me dit ""j'aime pas les pédés""\n\nOh les filles   (x 2)\nElles me rendent marteau\nOh les filles   (x 2)\nMoi je les aime trop\n\nJe suis sorti avec Carine\nCar elle ne m'a rien demandé\nElle est si douce elle est si fine\nEt j'aime ses beaux yeux étonnés\nJ'aimerai toute ma vie Carine\nEt rien n'pourra m'en empêcher\n\n(x 4)\nAh cette fille   (x 2)\nElle m'a rendu marteau\nAh cette fille   (x 2)\nMoi je l'aime trop\n\nLa vie meilleure\n\n(x 2)\nAh cette fille   (x 2)\nElle m'a rendu marteau\nAh cette fille   (x 2)\nMoi je l'aime trop\n\nAh ben alors ! ben qui c'est qu'à dit d's'arrêter ?\nAllez on r'part ! ah on r'commence ?  On r'commence… Allez !\nAh ben alors ! ben qui c'est qu'à dit d's'arrêter ?\nAllez on r'part ! ah on r'commence ?  On r'commence… Allez !\nah ben alors ! ben qui c'est qu'à dit… ?\nah ben alors ! ben qui c'est qu'à dit d's'arrê… ?\n\n(x 3 Ad Lib.)\nAh cette fille   (x 2)\nElle m'a rendu marteau\nAh cette fille   (x 2)\nMoi je l'aime trop"
Oh là,Brice Conrad,"J'ai dit oh la\nHey oh\n\nJ'ai émis l'hypothèse\nÀ mes heures à mon aise\nJuste là\nJ'ai pris mes somnifères\nJ'ai les yeux dans les airs\nCrois-moi\n\nJ'ai dit oh la\nHey oh\nDans la nuit bleue\nOh la hey oh\nJ'ai dit oh la\nLa lune est belle quand elle sourit.\nDans la nuit bleue\nOh la hey oh\n\nQuand je te vois\nQuand je te sens\nQuand j'parle de toi\nSeul\nQuand j't'imagine\nQuand j'rembobine\nQuand je t'aime\nSeul\nJ'ai dit oh la, hey, oh\nDans la nuit bleue\nOh la, hey, oh.\nJ'ai dit oh la\nLa lune est belle quand elle sourit\nDans la nuit bleue.\nOh la, hey, oh\n\nQuand je bois\nL'espoir\nMon verre\nEst plein.\nQuand je broie\nDu noir,\nMon verre\nEst plein.\nJ'ai dit oh la, hey, oh\nDans la nuit bleue\nOh la, hey, oh.\nJ'ai dit oh la\nLa lune est belle quand elle sourit\nDans la nuit bleue.\nOh la, hey, oh\nJ'ai dit Oh la!"
Oh ma jolie Sarah,Johnny Hallyday,"Woh ma jolie Sarah\nCombien de temps encore\nWo-o-oh jolie Sarah\nAttendrai-je ton corps\n\nSi tu crois que je vais dépenser mes nuits blanches\nSi tu crois que je suis un oiseau sur ta branche\nTu vis dans l'illusion\nCar tout change et tout casse et tout passe et tout lasse\nLe désir, le plaisir se diluent dans l'espace\nEt tu n'auras plus rien, non plus rien \n\nWoh ma pauvre Sarah\nTu m'as donné ton corps, ton corps\nWo-o-o-o-oh pauvre Sarah\nMerci, merci pour ton effort\n\nMais je vois dans tes yeux s'agrandir le brouillard\nEt je sais que tu sais qu'il est déjà trop tard\nEt c'est déjà la fin\nC'est affreux, déplaisant, affligeant, désolant\nComme nous sommes tous victimes du temps\nMais je n'y suis pour rien \n\nWoh Sarah\nWoh ma pauvre Sarah\nTu m'as, tu m'as donné ton corps, oui ton corps\nWo-o-oh pauvre Sarah\nMerci pour ton effort, ton effort \n\nCar tout change et tout passe et tout casse et tout lasse\nLe désir, le plaisir se diluent dans l'espace\nEt je n'y suis pour rien\nC'est affreux, déplaisant, affligeant, désolant\nComme nous sommes tous victimes du temps\nMais je n'y suis pour rien, non pour rien\n\n(ad libitum)\nCar tout change et tout passe et tout casse et tout lasse\nLe désir, le plaisir se diluent dans l'espace\nEt je n'y suis pour rien, non pour rien \nC'est affreux, déplaisant, affligeant, désolant\nComme nous sommes tous victimes du temps\nMais je n'y suis pour rien, non pour rien"
"Oh, mon bateau !",Éric Morena,Eh ho (Eh ho)\nSur la route qui nous mène\nLoin du monde et des problèmes\nJe fuis (Il fuit)\nComme la gazelle aimable\nAux grands cils de velours\nJe bondis de vague en vague\nLes mouettes me crient leur bonjour (bonjour)\n\nOh mon bateau o-o-o\nTu es le plus beau des bateaux\nEt tu me guides sur les flots o-o\nVers ce qu'il y a de plus beau\nTu es le plus beau des bateaux\n\nBravant toutes les tempêtes\nSifflant comme une alouette\nJe vole (Il vole)\nVers de fabuleux rivages\nOù je serai bientôt roi\nJ'entends des rythmes sauvages\nLes algues dansent autour de moi hop-là !\n\nOh mon bateau o-o-o\nTu es le plus beau des bateaux\nEt tu me guides sur les flots o-o\nVers ce qu'il y a de plus beau\nTu es le plus beau des bateaux\n\n[Instrumental]\n\nNu sous le ciel étoilé\nLes voiles gonflées de bonheur\nLes poissons chantent en chœur\nLes crevettes (les crevettes)\nMe crient olé (olé) olé\n\nOh mon bateau o-o-o\nTu es le plus beau des bateaux\nEt tu me guides sur les flots o-o\nVers ce qu'il y a de plus beau\nTu es le plus beau des bateaux\n\nTu es le plus beau des bateaux (oh oh oh cha cha cha)
Ohio,Isabelle Adjani,J'suis dans un état proche de l'Ohio\nJ'ai le moral à zéro\nJ'suis dans un état proche de l'Ohio\n\nJ'approche peu à peu du Nevada\nJ'ai envie de m'évader\nD'passer les frontières et de m'extrader \n\nJ'suis dans un état proche de l'Ohio\nJ'ai le moral à zéro\nJ'suis dans un état proche de l'Ohio\n\nJe me suis perdue dans le Colorado\nOn m'a laissé en radeau\nJ'imaginais trouver l'Eldorado \n\nJ'suis dans un état proche de l'Ohio\nJ'ai le moral à zéro\nJ'suis dans un état proche de l'Ohio\n\nJe marche forcée dans le Massachussetts\nÀ côté de mes chaussettes\nJ'ai un p'tit scarabée d'or dans la tête \n\nJ'suis dans un état proche de l'Ohio\nJ'ai le moral à zéro\nJ'suis dans un état proche de l'Ohio\n\nEt dans quel état serais-je en Utah\nJe n'en ferais pas état\nÉtat second j'suis dans tous mes états \n\nJ'suis dans un état proche de l'Ohio\nJ'ai le moral à zéro\nJ'suis dans un état proche de l'Ohio\nOhio (x4)
On,Joyce Jonathan,"(mmh mmh mmh)\nOn est tant, on est tout\nOn est si peu de choses et tellement tout\nQu'on ne sait plus très bien, pourquoi on joue\nOn se laisse, on se lasse,\nOn abandonne vite à la surface\nEt quand tout dégringole (quand tout dégringole) on s'carapace\n\nJ'tape plus fort\nEt je passe à tabac tous mes remords\nJe me battrai sans abîmer personne\nEt je branche tout sur On... and On... and On and On and On\nJ'tape plus fort\nQuand au fond de la poitrine ça cogne\nJe prendrai soin de n'abîmer personne\nEt je branche tout sur On... and On... and On and On and On\n\nOn se pare, on se marre\nOn s'égare en chemin, on redémarre\nOn s'met mal pour un soir, juste pour voir\nOn s'éteint, on s'épaule\nOn repousse les trains, on tient des rôles\nEt ma main dans la tienne, me fait du bien\n\nJ'tape plus fort\nEt je passe à tabac tous mes remords\nJe me battrai sans abîmer personne\nEt je branche tout sur On... and On... and On and On and On\nJ'tape plus fort\nQuand au fond de la poitrine ça cogne\nJe prendrai soin de n'abîmer personne\nEt je branche tout sur On... and On... and On and On and On\n\nOn est je\nOn est tu et puis on devient nous\nC'est le jeu\nEt puis il y a vous... il y a eux\n\nJ'tape plus fort\nEt je passe à tabac tous mes remords\nJe me battrai sans abîmer personne\nEt je branche tout sur On... and On... and On and On and On\nJ'tape plus fort\nQuand au fond de la poitrine ça cogne\nJe prendrai soin de n'abîmer personne\nEt je branche tout sur On... and On... and On and On and On\n\nOn\nand On... and On...and On and On and On\nand On... and On...and On and On and On\nand On... and On...and On and On and On\nand On... and On...and On and On\nOn\nand On... and On...and On and On and On\nand On... and On...and On and On and On\nand On... and On...and On and On and On\nand On... and On...and On and On an'...!"
On a mangé le soleil,Céphaz,"La la la la la, la la la la la\nLa la la la, la la la la\nLa la la la la la la\nLa la la la\nLa la la la,  la la la la la la la\n\nJe m'suis acheté un chien, ça me tient chaud l'hiver\nJ'me suis acheté une veste, comme l'année dernière\nJ'ai fini mon assiette, je n'suis pas seul sur terre\nEt j'ai un téléphone qui fait de la lumière\n<br />\nOn a mangé le soleil\nOn a mangé les étoiles\nOn a mangé le ciel\nEt on a encore la dalle\nAlors on va manger la lune\nQuart après quart\nCar après tout\nOn peut se nourrir d'espoir\nSe nourrir d'espoir\n\n\nJe m'suis racheté un chien, comme l'année dernière\nMa veste se démode, j'la laisse à l'abbé Pierre\nJ'ai mangé mon assiette, j'ai remis le couvert\nJ'ai goûté au futur, il a un goût amer\n\nOn a mangé le soleil\nOn a mangé les étoiles\nOn a mangé le ciel\nEt on a encore la dalle\nAlors on va manger la lune\nQuart après quart\nCar après tout\nOn peut se nourrir d'espoir\nSe nourrir d'espoir\n\n\nJ'ai croqué la vie, avalé les pépins\nJ'ai dévoré l'ennui mais j'ai encore faim\nJ'ai léché les trottoirs, la faim jusqu'à la fin\nJ'ai voulu arrêter mais je me suis bouffé les mains\n\nOn a mangé le soleil\nOn a mangé les étoiles\nOn a mangé le ciel\nEt on a encore la dalle\nAlors on va manger la lune\nQuart après quart\nCar après tout\nOn peut se nourrir d'espoir\nLa la-la lala, la la-la la (...)\n\nOn a mangé le soleil\nOn a mangé les étoiles\nOn a mangé le ciel\nEt on a encore la dalle\nAlors on va manger la lune\nQuart après quart\nCar après tout\nOn peut se nourrir d'espoir\nSe nourrir d'espoir"
On a tous le droit,Liane Foly,On a le droit\nQuand personne ne nous voit\nDe pleurer en silence\nDe regretter son enfance\nDe s'laisser aller\nEn regardant tomber la pluie\n\nOn a le droit\nQuand personne ne nous croit\nDe sortir sa violence\nTous ces mots qu'on dit pas\nMais qu'on pense\nDe parler à Dieu\nDe parler à qui on veut\n\nOn a tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous raison \nDe s'poser des questions\nD'oser dire non\nOn a tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous une chance\nC'est pas perdu d'avance\nLa différence\n\nOn a le droit\nQuand rien plus rien ne va\nDe chercher son étoile\nDe jeter l'encre de son journal\nDe changer sa vie\nDe quitter l'ennui et puis\n\nOn a le droit\nEt qui nous en empêchera\nDe rêver d'un monde\nUn peu moins laid\nDe rêver d'un monde\nOù on pourrait \nRien qu'une fois\nTous vous et moi\n\nAvoir tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous raison \nDe s'poser des questions\nD'oser dire non\nOn a tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous une chance\nC'est pas perdu d'avance\nLa différence\n\n[instrumental]\n\n\n(x 2)\nOn a tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous raison \nDe s'poser des questions\nD'oser dire non\nOn a tous le droit\nD'aimer sa vie ou pas\nDe faire sa route\nDe faire son choix\nOn a tous une chance\nC'est pas perdu d'avance\nLa différence
On avance,Alain Souchon,"Des villas des mimosas\nAu fond d'la baie d'Somme\nDes famille sur des transats\nLe pommier les pommes\nJ'regardais la mer qui brille \nDans l'été parfait\nDans l'eau s'baignaient \nDes jeunes filles \nQui m'attiraient\n\nLes promenades le long des dunes\nEn voiture\nPendant qu'elles r'gardaient en haut \nLa lune pure\nJ'mettais dans mes mains leurs doigts\nEt j'étais le roi\nComme dans les chansons d'amour \nD'autrefois\n\nTous ces p'tits moments magiques\nDe notre existence\nQu'on met dans des sacs plastique\nEt puis qu'on balance\nTout c'gaspi d'nos cœurs qui battent\nTous ces morceaux d'nous qui partent\nY en avait plein l'réservoir\nAu départ\n\nOn avance, on avance, on avance\nC'est une évidence\nOn a pas assez d'essence\nPour faire la route dans l'autre sens\nOn avance\nOn avance, on avance, on avance\nTu vois pas tout ce qu'on dépense, on avance\nFaut pas qu'on réfléchisse ni qu'on pense\nIl faut qu'on avance\n\nLe soir avec les p'tits frères, on parlait\nOn voulait tout l'monde refaire, on chantait\nCes musiques et ces mots tendres\nComme ils datent\nCes lettres d'amour attendent\nDans quelles boîtes\n\nTous ces p'tits moments magiques\nDe notre existence\nQu'on met dans des sacs plastiques\nEt puis qu'on balance\nTout c'gaspi d'nos cœurs qui battent\nTous ces morceaux d'nous qui partent\nY en avait plein l'réservoir\nAu départ\n\nOn avance, on avance, on avance\nC'est une évidence\nOn a pas assez d'essence\nPour faire la route dans l'autre sens\nOn avance\nOn avance, on avance, on avance\nTu vois pas tout ce qu'on dépense, on avance\nFaut pas qu'on réfléchisse ni qu'on pense\nIl faut qu'on avance\n\n[Instrumental]\n\nOn avance, on avance, on avance\nC'est une évidence\nOn a pas assez d'essence\nPour faire la route dans l'autre sens\nOn avance\nOn avance, on avance, on avance\nTu vois pas tout ce qu'on dépense, on avance\nFaut pas qu'on réfléchisse ni qu'on pense\nIl faut qu'on avance\n\nOn avance, on avance, on avance\nC'est une évidence\nOn a pas assez d'essence\nPour faire la route dans l'autre sens\nOn avance\nOn avance, on avance, on avance..."
